ligne;siret;nom;saison;type_audit;statut_ecocert;probleme;details
163;38233895200015;SPH GERARD BERTRAND  - SITE PRINCIPAL;2026;Annual inspection;2-Inspection order accepted;Audit rattaché par SIREN;SIRET audit 38233895200015 → entité « SPH GERARD BERTRAND » (SIRET base 38233895200023)
183;;MALONGO;2026;Additional inspection;2-Inspector's Infoportal;Audit rattaché par nom;"SIRET audit """" → entité « MALONGO » (SIRET base 95580206100106)"
186;34746424000030;REITZEL BRIAND;2026;Additional inspection;2-Inspector's Infoportal;Audit rattaché par SIREN;SIRET audit 34746424000030 → entité « REITZEL BRIAND » (SIRET base 34746424000063)
190;41420362000045;TREO;2026;Documentary review;2-Inspector's Infoportal;Audit rattaché par SIREN;SIRET audit 41420362000045 → entité « TREO » (SIRET base 41420362000052)
196;;WOLF LINGERIE;2026;Documentary review;2-Inspector's Infoportal;Audit rattaché par nom;"SIRET audit """" → entité « WOLF LINGERIE » (SIRET base 63850210400042)"
197;01575153000013;MULOT ET PETITJEAN;2026;Renewal audit;2-Inspection order accepted;SIRET inconnu dans la base FEEF;SIRET Ecocert : 01575153000013 — SIREN 015751530 absent de la base, nom non rapproché
201;;Collectif AEB services;2026;Documentary review;2-Inspector's Infoportal;Audit rattaché par nom;"SIRET audit """" → entité « Collectif AEB services » (SIRET base 89841681300019)"
208;39420218800147;ESPRIT DU SEL;2026;Documentary review;2-Inspector's Infoportal;Audit rattaché par SIREN;SIRET audit 39420218800147 → entité « ESPRIT DU SEL » (SIRET base 39420218800063)
209;39562010700015;DUCS DE GASCOGNE;2026;Documentary review;2-Inspector's Infoportal;SIRET inconnu dans la base FEEF;SIRET Ecocert : 39562010700015 — SIREN 395620107 absent de la base, nom non rapproché
216;75720010000019;BISCUITS BOUVARD;2026;Annual inspection;2-Inspection order accepted;Audit rattaché par SIREN;SIRET audit 75720010000019 → entité « BISCUITS BOUVARD » (SIRET base 75720010000027)
220;;Natur'Opéra;2026;Additional inspection;2-Inspector's Infoportal;Audit rattaché par nom;"SIRET audit """" → entité « Natur'Opéra » (SIRET base 84954105700014)"
222;56850321300023;RAIFALSA-ALELOR;2026;Documentary review;2-Inspector's Infoportal;Audit rattaché par nom;"SIRET audit ""56850321300023"" → entité « RAIFALSA-ALELOR » (SIRET base 41452729100036)"
224;43523314300013;LES JARDINS DE L'ORBRIE;2026;Documentary review;2-Inspector's Infoportal;Audit rattaché par SIREN;SIRET audit 43523314300013 → entité « LES JARDINS DE L'ORBRIE » (SIRET base 43523314300039)
227;408061091000;SADAC;2026;Documentary review;2-Inspector's Infoportal;Audit rattaché par SIREN;SIRET audit 408061091000 → entité « SOCIETE ANGEVINE DES AIDES CULINAIRES SADAC » (SIRET base 40806109100042)
229;53273732700017;BRASSERIE DE VEZELAY;2026;Documentary review;2-Inspector's Infoportal;Audit rattaché par SIREN;SIRET audit 53273732700017 → entité « BRASSERIE DE VEZELAY » (SIRET base 53273732700025)
237;;LPA - LES P'TITS AMOUREUX;2026;Documentary review;2-Inspector's Infoportal;Audit rattaché par nom;"SIRET audit """" → entité « LPA - LES P'TITS AMOUREUX » (SIRET base 41428075000020)"
240;35302694100032;PODER;2026;Documentary review;2-Inspection order accepted;Audit rattaché par SIREN;SIRET audit 35302694100032 → entité « PODER » (SIRET base 35302694100024)
249;38863525200025;NATURALIM France Miel;2026;Documentary review;2-Inspector's Infoportal;Audit rattaché par SIREN;SIRET audit 38863525200025 → entité « NATURALIM FRANCE MIEL » (SIRET base 38863525200033)
263;;LPA - LES P'TITS AMOUREUX;2025;Initial inspection;3-Inspection finished - Pool;Audit rattaché par nom;"SIRET audit """" → entité « LPA - LES P'TITS AMOUREUX » (SIRET base 41428075000020)"
266;;ALTHO;2025;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """" — nom non rapproché à une entité de la base"
270;;Natur'Opéra;2025;Additional inspection;4-Certification finished;Audit rattaché par nom;"SIRET audit """" → entité « Natur'Opéra » (SIRET base 84954105700014)"
288;39562010700015;DUCS DE GASCOGNE;2025;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 39562010700015 — SIREN 395620107 absent de la base, nom non rapproché
292;90003265700026;ATELIER CORSE FRUITS ET LEGUMES;2025;Initial inspection;4-Certification finished;Audit rattaché par SIREN;SIRET audit 90003265700026 → entité « ATELIER CORSE FRUITS ET LEGUMES » (SIRET base 90003265700018)
295;;OCCITANE PLATS CUISINES;2025;Initial inspection;4-Certification finished;Audit rattaché par ECOCERT_ID;ECOCERT_ID 167739 → entité « OCCITANE PLATS CUISINES » (SIRET base 80378260600013)
296;01575153000013;MULOT ET PETITJEAN;2025;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 01575153000013 — SIREN 015751530 absent de la base, nom non rapproché
297;;WOLF LINGERIE;2025;Renewal audit;4-Certification finished;Audit rattaché par nom;"SIRET audit """" → entité « WOLF LINGERIE » (SIRET base 63850210400042)"
298;74562027800044;ROUTIN;2025;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 74562027800044 → entité « ROUTIN SA » (SIRET base 74562027800010)
307;35302694100032;PODER;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 35302694100032 → entité « PODER » (SIRET base 35302694100024)
311;;LOBODIS;2025;Renewal audit;4-Certification finished;Audit rattaché par nom;"SIRET audit """" → entité « LOBODIS » (SIRET base 34465626900075)"
313;;GROUPE FRANCAISE DE  GASTRONOMIE;2025;Additional inspection;4-Certification finished;Audit rattaché par nom;"SIRET audit """" → entité « GROUPE FRANCAISE DE GASTRONOMIE » (SIRET base 55850337100160)"
320;75720010000019;BISCUITS BOUVARD;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 75720010000019 → entité « BISCUITS BOUVARD » (SIRET base 75720010000027)
331;;Collectif AEB services;2025;Renewal audit;4-Certification finished;Audit rattaché par nom;"SIRET audit """" → entité « Collectif AEB services » (SIRET base 89841681300019)"
341;57215120700030;SAINTE LUCIE;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 57215120700030 → entité « SAINTE LUCIE » (SIRET base 57215120700022)
349;44916448200050;ETHIQUABLE;2025;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 44916448200050 → entité « ETHIQUABLE » (SIRET base 44916448200027)
355;38233895200015;SPH GERARD BERTRAND  - SITE PRINCIPAL;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 38233895200015 → entité « SPH GERARD BERTRAND » (SIRET base 38233895200023)
359;56850321300023;RAIFALSA-ALELOR;2025;Renewal audit;4-Certification finished;Audit rattaché par nom;"SIRET audit ""56850321300023"" → entité « RAIFALSA-ALELOR » (SIRET base 41452729100036)"
371;;MADEMOISELLE DE MARGAUX;2025;Additional inspection;3-Inspection finished - Pool;Audit rattaché par nom;"SIRET audit """" → entité « MADEMOISELLE DE MARGAUX » (SIRET base 44478403700020)"
373;408061091000;SADAC;2025;Initial inspection;4-Certification finished;Audit rattaché par SIREN;SIRET audit 408061091000 → entité « SOCIETE ANGEVINE DES AIDES CULINAIRES SADAC » (SIRET base 40806109100042)
374;53273732700017;BRASSERIE DE VEZELAY;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 53273732700017 → entité « BRASSERIE DE VEZELAY » (SIRET base 53273732700025)
383;85580259100013;NATURE ET ALIMENTS;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 85580259100013 → entité « NATURE ET ALIMENTS » (SIRET base 85580259100021)
393;32135524000037;JC DAVID;2025;Renewal audit;4-Certification finished;Audit rattaché par nom;"SIRET audit ""32135524000037"" → entité « JC DAVID » (SIRET base 43910041300020)"
395;;LOC MARIA;2025;Additional inspection;3-Certification in progress;Audit rattaché par nom;"SIRET audit """" → entité « LOC MARIA » (SIRET base 48310030100033)"
400;80524372200024;HOLLEA;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 80524372200024 → entité « HOLLEA » (SIRET base 80524372200016)
407;43523314300013;LES JARDINS DE L'ORBRIE;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 43523314300013 → entité « LES JARDINS DE L'ORBRIE » (SIRET base 43523314300039)
410;63632053300012;POULIQUEN;2025;Documentary review;4-Certification finished;Audit rattaché par nom;"SIRET audit ""63632053300012"" → entité « POULIQUEN » (SIRET base 83964261800020)"
415;821064847;CHICHE;2025;Initial inspection;4-Certification finished;Audit rattaché par SIREN;SIRET audit 821064847 → entité « CHICHE » (SIRET base 82106484700022)
421;38863525200025;NATURALIM France Miel;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 38863525200025 → entité « NATURALIM FRANCE MIEL » (SIRET base 38863525200033)
423;41420362000045;TREO;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 41420362000045 → entité « TREO » (SIRET base 41420362000052)
427;;CALUIRE LEGUMES;2025;Initial inspection;4-Certification finished;Audit rattaché par nom;"SIRET audit """" → entité « CALUIRE LEGUMES » (SIRET base 31837834600049)"
431;39420218800147;ESPRIT DU SEL;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 39420218800147 → entité « ESPRIT DU SEL » (SIRET base 39420218800063)
433;303229504;AGROBIOTHERS LABORATOIRE;2025;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 303229504 → entité « AGROBIOTHERS » (SIRET base 30322950400020)
444;83094262900015;BIOMERE (ex : Jubiles);2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 83094262900015 → entité « BIOMERE » (SIRET base 83094262900056)
449;30887574900019;DELOUIS FILS;2025;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 30887574900019 → entité « DELOUIS FILS - MOUTARDES ET CONDIMENTS » (SIRET base 30887574900035)
458;47998353800030;ALFAGEL;2025;Initial inspection;4-Certification finished;Audit rattaché par SIREN;SIRET audit 47998353800030 → entité « ALFAGEL » (SIRET base 47998353800022)
465;37897020600033;FRUITS ROUGES & CO;2025;Initial inspection;4-Certification finished;Audit rattaché par SIREN;SIRET audit 37897020600033 → entité « FRUITS ROUGES & CO (LES FRUITS ROUGES DE L'AISNE) » (SIRET base 37897020600025)
468;33985193300012;MARIE MORIN FRANCE;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 33985193300012 → entité « MARIE MORIN » (SIRET base 33985193300020)
474;62162092100075;CONFISERIE DU ROY RENE;2025;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 62162092100075 → entité « CONFISERIE DU ROY RENE » (SIRET base 62162092100026)
485;40588005500059;LA RUCHE ROANNAISE BESACIER;2025;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 40588005500059 → entité « LA RUCHE ROANNAISE/MIEL BESACIER + (BOITE A CAKE) » (SIRET base 40588005500034)
509;74562027800044;ROUTIN;2024;Annual inspection;4-Certification finished;Audit rattaché par SIREN;SIRET audit 74562027800044 → entité « ROUTIN SA » (SIRET base 74562027800010)
520;;CIDRES LEBRUN;2024;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """" — nom non rapproché à une entité de la base"
531;56850321300023;RAIFALSA-ALELOR;2024;Documentary review;4-Certification finished;Audit rattaché par nom;"SIRET audit ""56850321300023"" → entité « RAIFALSA-ALELOR » (SIRET base 41452729100036)"
544;33985193300012;MARIE MORIN FRANCE;2024;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 33985193300012 → entité « MARIE MORIN » (SIRET base 33985193300020)
547;44916448200050;ETHIQUABLE;2024;Annual inspection;4-Certification finished;Audit rattaché par SIREN;SIRET audit 44916448200050 → entité « ETHIQUABLE » (SIRET base 44916448200027)
553;75720010000019;BISCUITS BOUVARD;2024;Annual inspection;4-Certification finished;Audit rattaché par SIREN;SIRET audit 75720010000019 → entité « BISCUITS BOUVARD » (SIRET base 75720010000027)
569;35302694100032;PODER;2024;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 35302694100032 → entité « PODER » (SIRET base 35302694100024)
588;;CULTURE MIEL;2024;Annual inspection;4-Certification finished;SIRET manquant;"SIRET brut : """" — nom non rapproché à une entité de la base"
591;55850337100178;GROUPE FRANCAISE DE  GASTRONOMIE;2024;Initial inspection;4-Certification finished;Audit rattaché par SIREN;SIRET audit 55850337100178 → entité « GROUPE FRANCAISE DE GASTRONOMIE » (SIRET base 55850337100160)
600;85580259100013;NATURE ET ALIMENTS;2024;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 85580259100013 → entité « NATURE ET ALIMENTS » (SIRET base 85580259100021)
603;39420218800147;ESPRIT DU SEL;2024;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 39420218800147 → entité « ESPRIT DU SEL » (SIRET base 39420218800063)
607;;WOLF LINGERIE;2024;Documentary review;4-Certification finished;Audit rattaché par nom;"SIRET audit """" → entité « WOLF LINGERIE » (SIRET base 63850210400042)"
610;01575153000013;MULOT ET PETITJEAN;2024;Annual inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 01575153000013 — SIREN 015751530 absent de la base, nom non rapproché
614;83094262900015;BIOMERE (ex : Jubiles);2024;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 83094262900015 → entité « BIOMERE » (SIRET base 83094262900056)
623;;COMPAGNIE DES PATISSIERS;2024;Renewal audit;4-Certification finished;Audit rattaché par nom;"SIRET audit """" → entité « COMPAGNIE DES PATISSIERS » (SIRET base 40119370100026)"
627;71850193500024;PAUL HEUMANN;2024;Documentary review;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 71850193500024 — SIREN 718501935 absent de la base, nom non rapproché
629;32135524000037;JC DAVID;2024;Documentary review;4-Certification finished;Audit rattaché par nom;"SIRET audit ""32135524000037"" → entité « JC DAVID » (SIRET base 43910041300020)"
630;62162092100075;CONFISERIE DU ROY RENE;2024;Renewal audit;4-Certification finished;Audit rattaché par SIREN;SIRET audit 62162092100075 → entité « CONFISERIE DU ROY RENE » (SIRET base 62162092100026)
632;51910501900037;BIO PROVENCE;2024;Initial inspection;4-Certification finished;SIRET inconnu dans la base FEEF;SIRET Ecocert : 51910501900037 — SIREN 519105019 absent de la base, nom non rapproché
633;80524372200024;HOLLEA;2024;Documentary review;4-Certification finished;Audit rattaché par SIREN;SIRET audit 80524372200024 → entité « HOLLEA » (SIRET base 80524372200016)
